Company name,Company domain name,Website URL,Phone number,City,State/Region,Country/Region,FieldCred Tier,FieldCred Trade Category,Trade (as listed),FieldCred Fit Score,Union Signatory,Est Field Workers,Prequal Network,General Company Email,Lead Source Directory,Lead Source URL,FieldCred Notes
Smillie Plumbing & Heating,,,(989) 695-5133,Freeland,MI,United States,B — Commercial/industrial trade,Piping & Plumbing,,55,No,,,,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: Michigan MCA member directory row reads 'Smillie Plumbing and Htg, 10270 Pierce Road, Freeland MI 48623, 989-695-5133' with named contact John Smillie (phone matches record). MMCA publishes no job titles, so Contact Title left blank. IMPORTANT: the email printed in that row is info4@mpmca.org — an association-side placeholder inbox, not a Smillie address — so Contact Email was deliberately left BLANK rather than recording a misleading value. No company-owned website located."
"GEM, INC.",gemincorporated.com,https://www.gemincorporated.com,(419) 666-6554,Walbridge,OH,United States,A — Industrial/turnaround,Steel Erection,mechanical / electrical / erection,91,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Mechanical/Electrical/Erection Contractor', Signatory. Also on UA Local 50, MCA NWO pipe-welding + boilermaker lists, and the WLEII insulation contractor list"
J.B. Electrical Co.,jbelectricalco.com,https://www.jbelectricalco.com,(586) 264-8667,Sterling Heights,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 26 – Electrical. | ENRICH 2026-07-28: NO CONTACT FOUND. https://www.jbelectricalco.com serves only a maintenance placeholder ('Our site is currently undergoing maintenance') — no nav, no contact info; /contact returns 404. Not listed in the SMC NECA or MI NECA member directories. No non-aggregator source available. Recheck when site is restored."
"Munro Electric Company, Inc.",,,(248) 344-9990,Wixom,MI,United States,B — Commercial/industrial trade,Electrical,,55,No,,,mec@munroelectric.comcastbiz.net,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: No company website exists (search returned aggregators only). SMC NECA member directory publishes contact 'John D. Munro' with company inbox mec@munroelectric.comcastbiz.net at 48590 Downing Street, Wixom MI 48393-0178, (248) 344-9990 — phone confirms stored value. No title published, so Contact Title blank; the mec@ address is a company inbox, not personally attributed, so it went in Company Email rather than Contact Email."
Dynamic Piping,,,(989) 642-5257,Hemlock,MI,United States,B — Commercial/industrial trade,Piping & Plumbing,,55,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Fire Protection Contractor"" — NICET certification profile. | ENRICH 2026-07-28: No company-owned website found by search for Dynamic Piping Co., Inc. (14816 Gratiot Rd, Hemlock MI 48626). All results were directory aggregators, which were not used as a source. Nothing recorded."
Miller Industries,millc.com,https://www.millc.com,(810) 232-0322,Fenton,MI,United States,B — Commercial/industrial trade,Mechanical,,55,No,,,info@millc.com,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: Official site is millc.com (found via search) — publishes only info@millc.com and (810) 373-0322, no names or titles on /about-us or /contact-us. Named contact Chad Miller / cmiller@millc.com comes from the Michigan MCA member directory (https://www.michiganmca.org/quick-links/members), which is the Contact Source URL. NO job title published — Title left blank. Note two phones in circulation: 810-232-0322 (on file / MMCA) vs 810-373-0322 (own site)."
Connelly Crane Rental Corp.,connellycrane.com,https://connellycrane.com,(313) 531-2700,,MI,United States,A — Industrial/turnaround,Crane & Rigging,,58,No,,,,CAM Buyers Guide – Crane Rental category,https://www.cambuyersguide.com/listings/category/21600-crane-rental,"BRONZE member. Name only on category page. | ENRICH 2026-07-28: official site connellycrane.com, 12635 Marion, Redford Twp MI. No email address and no named staff published anywhere on the site."
"Miller-Boldt, Inc.",miller-boldt.com,https://www.miller-boldt.com,(586) 997-3300,,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,58,No,,,info@miller-boldt.com,CAM Buyers Guide – Pipe Welding category,https://www.cambuyersguide.com/listings/category/60700-pipe-welding,"BRONZE member. Name only on category page. | ENRICH 2026-07-28: Official site miller-boldt.com found. Matthew Miller named as founder (company established 2002). General inbox info@miller-boldt.com. Offices: 21481 Carlo Dr, Clinton Township MI 48038 and 42826 Mound Rd, Sterling Heights MI. No safety/EHS personnel published."
B & M Crane Rental,,,,,MI,United States,A — Industrial/turnaround,Crane & Rigging,,58,No,,,,CAM Buyers Guide – Crane Rental category,https://www.cambuyersguide.com/listings/category/21600-crane-rental,Name only. | ENRICH 2026-07-28: no company-owned website found; located in Fenton MI per chamber/DOT listings. No public contact page.
"Professional Thermal Systems, Inc.",ptscompanies.com,https://ptscompanies.com/companies/professional-thermal-systems/,(810) 602-6802,Howell,MI,United States,A — Industrial/turnaround,Insulation,,73,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 07 – Thermal and Moisture Protection. | ENRICH 2026-07-28: now operates under PTS Companies (ptscompanies.com). Contact page publishes a form and phone only — no names, titles or email addresses."
FOUNDATION STEEL,foundationsteel.com,https://foundationsteel.com,(419) 402-4241,Swanton,OH,United States,A — Industrial/turnaround,Steel Erection,,91,Yes,,,info@foundationsteel.com,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Steel Erection Contractor', Signatory"
Hatzel & Buehler Inc.,hatzelandbuehler.com,https://www.hatzelandbuehler.com,(734) 466-8700,Southfield,MI,United States,B — Commercial/industrial trade,Electrical,,59,Yes,,,,SMCNECA member list,https://www.smcneca.org/members,"MI NECA Lansing Division also lists Hatzel & Buehler, Livonia, MI. | ENRICH 2026-07-28: Branch directory at https://www.hatzelandbuehler.com/contact-us/ prints names, titles and emails per office. SOUTHFIELD MI (2 Corporate Drive, Suite 300, Southfield MI 48076 — matches this record's city): Joel McGrath, Vice President, Branch Manager, j.mcgrath@hatzelandbuehler.com. Second Michigan office is DEXTER MI (1056 Baker Road) — Dan Hall, Vice President, Branch Manager, d.hall@hatzelandbuehler.com; both share phone (734) 466-8700 = stored value. DATA NOTE: the second MI office is Dexter, not Livonia as the prior note stated. No safety director named — /safety/ cites 'more than twenty safety professionals' but names none. Corporate HQ: Box 7499, Wilmington DE, (302) 478-4200."
Huron Valley Electric,huronvalleyelectric.com,https://www.huronvalleyelectric.com,(734) 747-8840,Ann Arbor,MI,United States,B — Commercial/industrial trade,Electrical,,55,Yes,,,contacthve@huronvalleyelectric.com,MI NECA member list (Southcentral Division),https://michiganneca.org/neca-members/,"ENRICH 2026-07-28: Website found (was blank): https://www.huronvalleyelectric.com — 425 Jackson Plaza, Ann Arbor MI 48103, phone 734-747-8840 matching stored value, ~200 employees, est. 1987. Company inbox contacthve@huronvalleyelectric.com published on the company site (home and /who-we-are/). Contact Name Tom Kittel comes from the MI NECA association directory listing (https://michiganneca.org/contractor/huron-valley-electric-inc/) = Contact Source URL; that listing prints NO title and NO email, so Title and Contact Email left blank. The company's own site names no individuals at all (/who-we-are/, /about-us/ checked; /who-we-are/about-us/ 404s) — no safety director published."
Remer Plumbing & Heating,,,(989) 792-8738,Saginaw,MI,United States,B — Commercial/industrial trade,Piping & Plumbing,,55,No,,,,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: Michigan MCA member directory row reads 'Remer Plumbing and Heating, PO Box 1569, Saginaw MI 48605' with named contact Mark Katz / mkatz@remerplumbing.com. MMCA publishes no job titles, so Contact Title left blank. MMCA prints the phone as 517-792-8738; the stored (989) 792-8738 was kept because 989 is the Saginaw area code and the MMCA entry looks like a typo. No company-owned website located."
LAIBE ELECTRIC/TECHNOLOGY,laibe.com,https://www.laibe.com,(419) 724-8200,Perrysburg,OH,United States,B — Commercial/industrial trade,Electrical,,73,Yes,,,laibelec@laibe.com,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Electric Contractor', Signatory. Also listed in AGC of Ohio Buyers Guide as 'Laibe Electric Co', Perrysburg, (419) 724-8200 | ENRICH 2026-07-28: SAFETY DIRECTOR FOUND — Bailey Seeman, 'Safety Director', on https://laibe.com/our-team/ (26-person team page). No individual emails printed. Company inbox laibelec@laibe.com from https://laibe.com/contact-us/. PHONE CORRECTED: stored (419) 531-4251 replaced with (419) 724-8200, the number published on laibe.com (531-5809 is their fax). Other useful titles on the team page: Kurt Rauch, Operations Director; Fritz Kunz, Director of Industrial; Mike Deaton, President; Jim Deaton, CEO."
"Master Mechanical Insulation, Inc.",mastermechinsulation.com,http://www.mastermechinsulation.com/,(248) 581-0033,,MI,United States,A — Industrial/turnaround,Insulation,,58,No,,,info@mminsul.com,CAM Buyers Guide – Insulation Contractors category,https://www.cambuyersguide.com/listings/category/44500-insulation-contractors,"Listed as ""Master Mechanical Insulation, Inc., WBE"" (woman-owned designation)."
Boone & Darr Inc.,boone-darr.com,https://www.boone-darr.com,(734) 665-0648,Ann Arbor,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,73,No,,,info@boone-darr.com,Michigan MCA member list,https://www.michiganmca.org/members,"Also SILVER member in CAM Buyers Guide Pipe Welding category. | ENRICH 2026-07-28: Official site boone-darr.com. General inbox info@boone-darr.com published; 4465 S State St, Ann Arbor MI 48108. Only names on site are the 1954 co-founders (Bob Darr, Louis Boone) — no current staff, titles or safety personnel published, so contact name left blank."
Northern Ohio Roofing & Sheet Metal,,,(440) 365-7347,Elyria,OH,United States,B — Commercial/industrial trade,Sheet Metal,,55,No,,,,SMACNA North Central Ohio - Contractor Members,https://www.smacna-nco.com/,"ENRICH 2026-07-28: No company-owned website exists — the SMACNA of North Central Ohio member list gives only a Google Maps link for this member (880 Infirmary Road, Elyria OH 44035, 440-365-7347, matching the stored phone). The Construction Employers Association member directory (ceacisp.org) names David Phiel as the company contact, with NO title and NO email published, so Contact Title and Contact Email left blank. CEA shows phone (440) 322-8262 vs the stored (440) 365-7347; the stored number was kept since SMACNA-NCO corroborates it."
Triangle Electric,trielec.com,https://www.trielec.com,(248) 399-2200,Madison Heights,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: Own site (trielec.com home, /about-us, /about-us/quality, /about-us/safety, /contact-us) publishes ZERO names and ZERO email addresses — the safety page describes practices only ('supervisors participate in safety-focused education'), names nobody. Roy C. Martin is the individual listed against Triangle Electric Company on ELECTRI International (NECA's research foundation) contributor page — no title published there, so Contact Title left blank. Address 29787 Stephenson Hwy, Madison Heights MI 48071 and phone match record; fax 248-399-2612."
Hoffman & Harpst,hoffmanandharpst.com,https://hoffmanandharpst.com,(419) 241-8134,Toledo,OH,United States,B — Commercial/industrial trade,HVAC & Controls,mechanical / HVAC,73,Yes,,,info@hoffmanandharpst.com,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Mechanical, HVAC, Refrigeration. Listed as 'Hoffman & Harpst Co., Inc.' on MCA NWO signatory list | ENRICH 2026-07-28: Home + /about-us checked — no names or titles published (the About page byline is 'admin', which is a CMS artifact, not a contact). General inbox info@hoffmanandharpst.com. 624 E. Woodruff Ave, Toledo OH 43604. MCA NWO membership directory lists phone 419-666-6554 vs 419.241.8134 shown on the site and on this record."
Young's Environmental Clean-up,youngsenvironmental.com,https://youngsenvironmental.com,(810) 789-7155,Flint,MI,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,,73,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"Status shown: ""approved under $50k"". No service description given in source. | ENRICH 2026-07-28: Official site youngsenvironmental.com found. HQ G-5305 N Dort Hwy, Flint MI 48505, (810) 789-7155, toll-free 1-800-4-YOUNGS. Self-described woman-owned small business, 24/7/365 response, runs its own /safety-training/ page. No individual names or email addresses published on /about/company/ or /contact/, so contact fields left blank."
Commercial Contracting Corp.,cccnetwork.com,https://www.cccnetwork.com,(248) 760-8007,Auburn Hills,MI,United States,A — Industrial/turnaround,Millwright,,73,No,,,info@cccnetwork.com,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Full service general contractor"". Also in CAM Buyers Guide under Millwrighting and Machinery Moving Rig. & Erect. | ENRICH 2026-07-28: only named person published is Fernando Chavez, General Manager of the Mexico affiliate (CCM) — not recorded as the MI contact. Bids: estimating@cccnetwork.com."
Landman Insulation,landmaninsulation.com,https://www.landmaninsulation.com/,(616) 243-1419,Grand Rapids,MI,United States,A — Industrial/turnaround,Insulation,,73,No,,,office@landmaninsulation.com,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Mechanical insulation"". Contact shown on 2019 source: Dan Williams — verify. | ENRICH 2026-07-28: site names founder Mike Landman (1982) but publishes no current title for him, so no contact name recorded. Office now 8428 S Mason Dr, Newaygo MI; 231-452-6071."
"Delecke Welding, Inc.",deleckewelding.com,https://deleckewelding.com,(586) 784-9853,,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,58,No,,,,CAM Buyers Guide – Pipe Welding category,https://www.cambuyersguide.com/listings/category/60700-pipe-welding,"Name only on category page — no contact detail displayed. | ENRICH 2026-07-28: Official site deleckewelding.com found. Located 73160 Fulton St, Armada MI 48005 (fills the blank city), phone 586-784-9853, Mon-Fri 8-5. No names, titles or email addresses published on the contact page. Site notes they are actively hiring."
"Bratcher Electric, Inc.",bratcherelectric.com,https://www.bratcherelectric.com,(734) 722-0037,Wayne,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 26 – Electrical. | ENRICH 2026-07-28: Mike Bratcher, Owner/Principal, published on https://bratcherelectric.com/about/. No email printed on that page; /contact-us/ and the www. host were not retrievable (robots.txt fetch timeouts), so no company inbox captured. Site resolves at non-www https://bratcherelectric.com — stored www URL left unchanged (it did not 404). No safety director published."
"Specialized Power Services, Inc.",spshv.com,https://spshv.com,(248) 437-9299,Brighton,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,sales@spshv.com,SMCNECA member list,https://www.smcneca.org/members,"Website slug 'spshv' suggests high-voltage service work — arc flash / NFPA 70E training relevant. | ENRICH 2026-07-28: Full staff roster published at https://spshv.com/about — Scott Douglass President/Electrician/Generator Technician; Dale Koven Service Manager/Generator Technician; Mark Neumaier Sales Manager; Blane Douglass Parts Manager; Nikki Golden Office Manager. No safety/EHS role exists. sales@spshv.com is the only email printed. CORRECTION: this is a Generac generator sales & service dealer (residential + light commercial), NOT an industrial/union Division 26 electrical contractor — fit for this list is questionable; the 'hv' slug does not indicate high-voltage work."
William E. Walter Inc,williamewalter.com,https://williamewalter.com,(810) 232-7459,Flint,MI,United States,B — Commercial/industrial trade,Mechanical,,55,No,,,info@williamewalter.com,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: Official site williamewalter.com found via search. Its /team-members page lists Bruce Wenzlick among staff but prints NO titles, so Title left blank. Named email bwenzlick@williamewalter.com comes from the Michigan MCA member directory (Contact Source URL). Own site's /contact-us-v1 prints general info@williamewalter.com and a Saginaw-office address rwenzlick@williamewalter.com (different initial — likely a second Wenzlick; NOT used). No safety/EHS role published."
"Toledo Mechanical Insulation, Inc.",smartenergyinsulation.com,https://www.smartenergyinsulation.com,(419) 534-6075,Perrysburg,OH,United States,A — Industrial/turnaround,Insulation,industrial insulation,87,Yes,,,,Western Lake Erie Insulation Industry - Our Contractors,https://insulateoh.com/our-contractors/,Mechanical insulation services; Local 45 signatory | ENRICH 2026-07-28: operates as the Toledo/Lima branch of Smart Energy Insulation; branch direct line 419-534-6075 matches record phone.
Rand Services,randservices.net,https://www.randservices.net/,(734) 442-1100,,MI,United States,A — Industrial/turnaround,Insulation,,68,No,,,info@randenvironmental.com,CAM Buyers Guide – Industrial Cleaning category,https://www.cambuyersguide.com/listings/category/203068-industrial-cleaning-see-also-deep-cleaning-industrial,"Listed as ""Rand Services, SBE WCAA"". Appears in both Industrial Cleaning and Insulation Contractors categories. | ENRICH 2026-07-28: trades as Rand Environmental Services, 35555 Genron Ct, Romulus MI. No individual named on site."
Magnum Construction,magnum.pro,https://www.magnum.pro,(989) 496-3660,Midland,MI,United States,A — Industrial/turnaround,Steel Erection,,73,No,,,admin@magnum.pro,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Structrual and Misc Steel Fabrication and erection"" (spelling as shown in source). | ENRICH 2026-07-28: official site magnum.pro. No named staff published."
"Burton Co., H.V.",,,,,MI,United States,A — Industrial/turnaround,Insulation,,58,No,,,,CAM Buyers Guide – Insulation category,https://www.cambuyersguide.com/listings/category/44400-insulation,"GOLD member. Name only. | ENRICH 2026-07-28: only candidate found is H.V. Burton Company, Livonia MI (hvburtonco.com), but that firm sells water-treatment/steam equipment, not insulation — identity unconfirmed, so nothing recorded. Their site obfuscates all email addresses."
Industrial Electric Company,industrialelectric.net,https://industrialelectric.net,(313) 872-1133,Detroit,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: Title 'President' published on own site https://industrialelectric.net/about-us (William M. Darish, President since 1996; Thomas R. Darish VP; John T. Darish Secretary Treasurer; William P. Darish founder). Email wmdarish@industrialelectric.net published attributed to 'William Darish' in the SMC NECA member directory (https://www.smcneca.org/members). No email printed anywhere on the company's own site; /contact-us and /safety pages carry no names or emails. No safety director published."
Design Electrical Services Inc.,designelectricservice.com,https://designelectricservice.com,(810) 762-6766,Flint,MI,United States,B — Commercial/industrial trade,Electrical,,55,No,,,designelectric3026@gmail.com,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 26 – Electrical. | ENRICH 2026-07-28: Website found (was blank): https://designelectricservice.com. Identity match confirmed by exact phone match — the site's alternate number (810) 762-6766 equals the stored phone. Trades as 'Design Electric Services', 6122 Bedford Ave, Flint MI 48507; primary phone (810) 631-1223. Company inbox designelectric3026@gmail.com printed on https://designelectricservice.com/contact-us/. NO individual names or titles published anywhere on the site — Contact Name/Title deliberately left blank."
"Bayview Electric Company, LLC",bayelectric.com,https://www.bayelectric.com,(313) 255-5252,Redford,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,bayview@bayelectric.com,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: SAFETY DIRECTOR PUBLISHED — Tiny Runge, Safety Director, named on https://www.bayelectric.com/qualifications/safety/ ('Bayview Electric Company has a Safety Director (Tiny Runge) and a documented safety program'). No personal email printed. General inbox bayview@bayelectric.com published on home + /contact/. Homepage also names Rob Davies (CEO) and Bob Davies (Owner). HQ 12230 Dixie St, Redford MI; regional office 3011 W Grand Blvd Ste 425, Detroit."
"De-Cal, Inc.",de-cal.com,https://www.de-cal.com,(586) 754-4370,Warren,MI,United States,A — Industrial/turnaround,Welding & Fabrication,mechanical / pipe welding / electrical,77,Yes,,,mail@de-cal.com,SMCNECA (Southeastern Michigan NECA) member list,https://www.smcneca.org/members,"Also listed as ""De-Cal, Inc. Mechanical Contractors, DCBE"" SILVER member in CAM Pipe Welding category, and in SMACNA Metro Detroit HVAC list (586-619-0281). | ENRICH 2026-07-28: de-cal.com publishes Andrew Calcaterra President and Randall DeBeul Vice President. General inboxes mail@de-cal.com and service@de-cal.com. Company has a /pages/safety-and-host page but no safety personnel named on it. Locations: Warren MI, Detroit MI, Boardman OH, PA."
Countyline Power LLC,countylinepower.com,https://countylinepower.com,(989) 686-0505,Hope,MI,United States,B — Commercial/industrial trade,Electrical,,55,Yes,,,,MI NECA member list (Bay City Division),https://michiganneca.org/neca-members/,"ENRICH 2026-07-28: Website found (was blank): https://countylinepower.com — confirmed Hope, MI 48628. Team published on https://countylinepower.com/contact with names, titles and emails: Shane Brawt (Founder | Owner | Project Manager) shane@clpllc.biz; Jim Levert (Estimator | Project Manager) jim@clpllc.biz; Megan Finney (Office Manager | AP/AR) megan@clpllc.biz. No safety director published. PHONE DISCREPANCY: MI NECA directory (https://michiganneca.org/contractor/countyline-power-llc/) lists 989-689-0505 and address 5652 N Meridian Rd, Hope Twp; stored phone is (989) 686-0505 — stored value left as-is, unverified on own site (no phone printed there)."
"Slifco Electric, LLC.",slifcoelectric.com,https://slifcoelectric.com,(248) 686-1468,Sterling Heights,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,info@slifcoelectric.com,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: https://slifcoelectric.com/safety-culture/ states Slifco has a FULL-TIME SAFETY COORDINATOR on staff but does not name the person — no safety contact obtainable from published pages. John P. Slifco, Founder, published on /our-story/. info@slifcoelectric.com printed on home, /our-story/ and /contact-us/. WARNING: careers portal slifcoelectric.pinpointhq.com/our-people shows placeholder demo names (John Smith, Sarah Johnson, etc.) — template filler, NOT real staff. Second office Greensboro NC (336) 500-8157."
Weinstein Electric Company,weinsteinelec.com,https://weinsteinelec.com,(810) 232-5934,Flint,MI,United States,B — Commercial/industrial trade,Electrical,,55,Yes,,,,MI NECA member list (Flint Division),https://michiganneca.org/neca-members/,"ENRICH 2026-07-28: WEBSITE FOUND (field was blank): weinsteinelec.com. Full staff roster published at https://weinsteinelec.com/about/ — no safety/EHS role listed, so picked the operations lead: Dominic J. Tremain, Operations Manager. Also published: Michael J. Stewart President; David R. Cook Vice President; Jeffrey R. Chappelle PE Senior Engineer; Steven H. Cook Senior Business Development; Dennis M. Otway RCDD Project Estimator/Senior Technician; Kyle Chappelle Project Manager; Sylvia Pettigrew Office Manager. NO email addresses published anywhere on the site. MI NECA directory lists 'Steve Cook' as its contact (= Steven H. Cook, Sr. Business Development). 213 W First Ave, Flint MI 48503; phone matches."
"C&K Industrial Services, Inc.",ckindustrial.com,https://www.ckindustrial.com,(419) 726-5050,Toledo,OH,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,,57,No,,,,C&K Industrial Services Toledo location page,https://www.ckindustrial.com/toledo-ohio,"Toledo branch, 5258 Tractor Road. Industrial vacuuming, water blasting to 40,000 psi, emergency response, decommissioning, remediation, hydro excavating. Confined-space heavy. | ENRICH 2026-07-28: Checked ckindustrial.com home, /contact-us, /company and /people. Site has a dedicated /people page that discusses team structure, training and safety commitment but names NOBODY and prints no email addresses — phone only. Toledo (419) 726-5050 confirmed; corporate 5720 E Schaaf Rd, Independence OH, 24/7 line (800) 686-4321. Nothing recordable."
Rauhorn Electric Inc.,rauhornelectric.com,https://rauhornelectric.com,(586) 992-0400,Bruce Township,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,estimating@rauhornelec.com,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: /who-we-are states Anthony Rau 'became President' in 2017 and Del Rau (co-founder) 'assumed the role of CEO'; SMC NECA independently lists Anthony Rau as the member contact. No personal emails printed anywhere on site. Department inboxes on https://rauhornelectric.com/contact-us/: estimating@rauhornelec.com and hr@rauhornelec.com — note the email domain is rauhornelec.com, NOT the website domain rauhornelectric.com. No safety director named; site has only a Material Safety Data Sheets page."
W.J. O'Neil Company,wjo.com,https://www.wjo.com,(734) 458-2300,Troy,MI,United States,B — Commercial/industrial trade,Mechanical,,59,Yes,,,,SMCNECA member list,https://www.smcneca.org/members,"Also in Michigan MCA member list (Livonia) and SMACNA Metro Detroit HVAC category. Multi-trade. | ENRICH 2026-07-28: wjo.com homepage, /contact and /about publish NO names, NO titles and NO email addresses — phone only (734-458-2300 main, 734-266-3338 24/7 service). Not in the Michigan MCA directory rows I could read. SMACNA Metro Detroit member listing names 'John O'Neil' with a cell (313) 218-6140 but NO title and NO email, so left blank rather than guess. NO CONTACT RECORDED. Office is Livonia MI (35457 Industrial Rd), not Troy."
Platinum Mechanical Inc.,,,(810) 244-9571,Flint,MI,United States,B — Commercial/industrial trade,Mechanical,,55,No,,,,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: No company website found (only Facebook, chamber and aggregator listings; the Flint & Genesee chamber page blocks crawlers). Contact from the Michigan MCA member directory, which prints 'Jeremy Cook / jeremy@platinummechanicalinc.com / 810-244-9571'. NO job title published — Title left blank. Email domain platinummechanicalinc.com does not serve a public site."
Niles Plant Services,nilesplantservices.com,https://nilesplantservices.com/,(989) 894-8538,Bay City,MI,United States,A — Industrial/turnaround,Scaffolding,scaffolding / insulation,73,No,,,info@nilesplantservices.com,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"Services: ""scaffolding and insulation"". Status: approved. Contact shown on source: Roger White (2019 data — verify) | ENRICH 2026-07-28: safety-led marketing but no named safety director published. Leadership also lists Ryan Niles (CEO), Brad Rutherford (President), Brad Shoffner (Regional Manager). AP inbox niles-ap@nilesplantservices.com."
RMF NOOTER LLC,rmfnooter.com,https://rmfnooter.com,(419) 727-1970,Toledo,OH,United States,A — Industrial/turnaround,Boilermaker,boilermaker / industrial,77,Yes,,,,MCA of NW Ohio signatory contractors,https://mcanwo.org/mca-signatory-contractors/,"Named in the Boilermaker Contractors section as an Ohio-based entry | ENRICH 2026-07-28: rmfnooter.com now redirects to cicgroup.com/nooter. Bobbie Strayer is GM of the Toledo office (310 3rd St, Perrysburg OH). No email published anywhere on site."
"Power Process Piping, Inc.",ppphq.com,https://ppphq.com,(734) 451-0130,Plymouth,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,73,No,,,info@ppphq.com,Michigan MCA member list,https://www.michiganmca.org/members,"Also listed in CAM Buyers Guide Pipe Welding category. | ENRICH 2026-07-28: Official site ppphq.com. Contact page publishes two named directors with direct emails: Griffin Williams, Director Project Management (gdwilliams@) and Ryan Stewart, Director Estimating (rstewart@). No safety/EHS role published. Address 45780 Port St, Plymouth MI 48170."
Wendling Sheet Metal,wendlingsheetmetal.com,https://wendlingsheetmetal.com,(989) 753-5286,Saginaw,MI,United States,B — Commercial/industrial trade,Sheet Metal,,55,No,,,wsm@wendlingsm.com,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Sheet metal fabrication and installation"". | ENRICH 2026-07-28: Official site located and added: wendlingsheetmetal.com. General inbox wsm@wendlingsm.com — note the different domain from the website. Home and /about publish no individual names, titles or personal emails; no safety role named. 2633 Carrollton St, Saginaw MI 48604; phone 989-753-5286 matches record; fax 989-753-8375. Company also trades as 'Wendling Sheet Metal & Mechanical'. NOT listed in the Michigan MCA member directory."
"Dee Cramer, Inc.",deecramer.com,https://www.deecramer.com,(810) 579-5000,Holly,MI,United States,B — Commercial/industrial trade,Sheet Metal,,55,Yes,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""HVAC/sheetmetal"". Also in Michigan MCA member list and SMACNA Metro Detroit HVAC category. | ENRICH 2026-07-28: Michigan MCA member directory row reads 'Dee Cramer Inc, 4221 E Baldwin Rd, Holly MI 48442, 810-579-5000' with named contact Rich Cramer / richc@deecramer.com (phone matches record). MMCA publishes no job titles, so Contact Title left blank. Website added from that listing WITHOUT page-level verification — deecramer.com could not be fetched on repeated attempts (robots.txt failure). Separately, the SMACNA Metro Detroit member page names Matthew Cramer as its contact, with no title and no email."
